name,industry,office,size,review_counts,salaries_count,jobs_count,interviews_count,benefits_count,website,company_type,revenue,head_quarter,founded,interview_possitive,interview_negative,interview_neutral,interview_difficulty,benefits_score,rating,total_insurance_health_wellness_benefits,health_insurance,dental_insurance,FSA,vision insurance,HSA,life_insurance,supplemental_life_insurance,disability_insurance,occupational_accident_insurance,heakth_care_on_site,mental_health_care,retiree_health_and_medical,accidental_death_and_dismemberment_insurance,total_financial_retirement_benefits,pension_plan,plan_401K,retirement_plan,employee_stock_purcase_plan,performance_bonus,stock_options,equity_incentive_plan,supplemental_workers_compensation,charity_gift_matching,total_family_parenting_benefits,maternity_paternity_leave,work_from_home,fertility_assistance,dependent_care,adoption_assistance,childcare,flexible_hour,military_leave,family_medical_leave,unpaid_extended_leave,total_vacation_time_off_benefits,vacation_paid_time_off,sick_days,paid_holidays,volunteer_time_off,sabbatical,bereavement_leave,total_perk_discounts_benefits,employee_discount,free_lunch_or_snacks,employee_assistance_program,gym_membership,commuter_checks_and_assistance,pet_friendly_worksplace,mobile_phone_discount,company_car,company_social_events,travel_concierge,legal_assistance,total_professional_support_benefits,diversity_program,job_training,professional_development,apprenticeship,tuition_assistance
Carnegie Mellon University,Colleges & Universities,5 office locations,1001 to 5000 Employees,1.6K,2.9K,128,151,272,https://www.cmu.edu/,College / University,$1 to $2 billion (USD),"Pittsburgh, PA",1900,73%,6%,21%,2.5,4,4.6,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,1,0,3,1,1,1,0,0,0,4,1,1,0,1,0,0,0,0,1,0,0,4,1,1,1,0,1
Bain & Company,Consulting,21 office locations,10000+ Employees,3.9K,2.9K,119,1.7k,562,https://www.bain.com/,Company - Private,$2 to $5 billion (USD),"Boston, MA",1973,74%,8%,18%,3.6,4.8,4.6,9,1,1,1,0,1,1,0,1,1,0,0,1,1,5,0,1,1,1,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,5,1,1,1,1,1,0,5,1,1,1,0,0,0,1,0,0,0,1,3,1,1,0,0,1
Brigham Young University (BYU),Colleges & Universities,3 office locations,1001 to 5000 Employees,2.8K,3K,44,265,293,https://www.byu.edu/,College / University,$500 million to $1 billion (USD),"Provo, UT",1875,89%,1%,10%,2.1,3.5,4.6,4,1,0,0,0,0,0,1,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,6,1,1,0,1,0,0,0,0,1,1,1,4,1,1,1,1,0
St. Jude Children's Research Hospital,Health Care Services & Hospitals,,5001 to 10000 Employees,854,1.9K,106,155,281,https://www.stjude.org/,Nonprofit Organization,Unknown / Non-Applicable,"Memphis, TN",1962,84%,9%,7%,3,4.6,4.6,7,1,1,1,1,1,1,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,3,1,1,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
Power Home Remodeling,Construction,34 office locations,1001 to 5000 Employees,2.9K,1.5K,756,493,1.0k,https://www.powerhrg.com/,Company - Private,$500 million to $1 billion (USD),"Chester, PA",1992,64%,19%,17%,2.4,4.4,4.6,11,1,1,1,1,1,1,1,1,1,0,1,0,1,5,0,1,1,0,1,0,1,1,0,7,1,0,1,0,1,0,1,1,1,1,5,1,1,1,1,0,1,5,1,0,1,1,1,0,0,0,1,0,0,3,1,1,1,0,0
Princeton University,Colleges & Universities,,5001 to 10000 Employees,880,2.4K,422,108,184,https://www.princeton.edu/,College / University,Unknown / Non-Applicable,"Princeton, NJ",1746,72%,10%,19%,2.6,4.3,4.6,12,1,1,1,1,1,1,1,1,0,1,1,1,1,4,1,1,1,0,0,0,0,0,1,6,1,1,0,1,0,0,1,0,1,1,5,1,1,1,1,0,1,4,0,0,1,1,0,0,1,0,1,0,0,3,0,1,1,0,1
University of Michigan,Colleges & Universities,5 office locations,10000+ Employees,4.2K,8.6K,454,463,1.0k,https://www.umich.edu/,College / University,$5 to $10 billion (USD),"Ann Arbor, MI",1817,77%,7%,16%,2.6,4.3,4.5,6,1,1,1,1,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,1,4,1,1,1,0,0,1,7,1,1,1,1,0,0,1,0,1,0,1,4,1,1,1,0,1
Delta Air Lines,Airlines,29 office locations,10000+ Employees,3.9K,4.3K,126,3.0k,1.2k,https://www.delta.com/us/en/careers/overview,Company - Public (DAL),$10+ billion (USD),"Atlanta, GA",1928,76%,7%,17%,3,4.2,4.5,13,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,0,0,0,4,1,0,0,0,0,0,0,1,1,1,4,1,1,1,0,0,1,6,1,0,1,1,0,0,1,0,1,1,0,4,1,1,1,0,1
Salesforce,Computer Hardware & Software,26 office locations,10000+ Employees,8.5K,13.2K,7K,7.2k,3.0k,https://www.salesforce.com/,Company - Public (CRM),$10+ billion (USD),"San Francisco, CA",1999,86%,9%,5%,3.3,4.6,4.5,11,1,1,1,1,1,1,1,1,1,0,1,0,1,7,1,1,1,1,1,1,0,0,1,6,1,1,0,1,1,0,0,0,1,1,5,1,0,1,1,1,1,7,1,1,1,1,1,0,1,0,1,0,0,4,1,1,1,0,1
MIT,Colleges & Universities,7 office locations,10000+ Employees,2.4K,5.5K,319,242,623,https://www.mit.edu/,College / University,$2 to $5 billion (USD),"Cambridge, MA",1861,74%,10%,16%,2.9,4.2,4.5,13,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,6,1,1,0,0,1,1,1,0,1,0,4,1,1,1,0,0,1,8,1,0,1,1,1,0,1,0,1,1,1,4,1,1,1,0,1
Northside Hospital,Health Care Services & Hospitals,25 office locations,10000+ Employees,2.5K,2.1K,1.4K,279,724,https://jobs.northside.com/,Nonprofit Organization,$100 to $500 million (USD),"Atlanta, GA",1970,85%,7%,8%,2.5,4.2,4.5,13,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,0,0,0,0,1,1,7,1,0,0,1,0,1,1,1,1,1,6,1,1,1,1,1,1,8,1,0,1,1,1,0,1,0,1,1,1,4,1,1,1,0,1
Purdue University,Colleges & Universities,9 office locations,10000+ Employees,2.6K,4.7K,462,226,504,https://www.purdue.edu/,College / University,$1 to $2 billion (USD),"West Lafayette, IN",1869,77%,4%,20%,2.4,3.9,4.4,11,1,1,1,1,1,1,0,1,1,1,1,0,1,4,1,0,1,0,0,1,1,0,0,5,1,1,0,0,0,0,1,1,1,0,4,1,1,1,0,0,1,4,1,1,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1
UC Irvine,Colleges & Universities,6 office locations,10000+ Employees,1.5K,2.8K,157,190,313,https://www.uci.edu/,College / University,$1 to $2 billion (USD),"Irvine, CA",1965,81%,7%,12%,2.6,4.1,4.4,6,1,1,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,4,1,0,1,0,1,0,0,0,1,0,0,4,1,1,1,0,1
Virginia Tech,Colleges & Universities,3 office locations,5001 to 10000 Employees,1.4K,3.1K,321,141,216,https://www.vt.edu/,College / University,$1 to $2 billion (USD),"Blacksburg, VA",1872,81%,4%,16%,2.6,4.1,4.4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1
Adobe,Computer Hardware & Software,27 office locations,10000+ Employees,5.4K,7.1K,2.3K,1.3k,1.9k,https://www.adobe.com/,Company - Public (ADBE),$5 to $10 billion (USD),"San Jose, CA",1982,62%,23%,15%,3.1,4.6,4.4,12,1,1,1,1,1,1,1,1,1,1,1,0,1,8,0,1,1,1,1,1,1,1,1,8,1,1,1,1,1,0,1,0,1,1,6,1,1,1,1,1,1,9,1,1,1,1,1,0,1,0,1,1,1,5,1,1,1,1,1
World Wide Technology,Computer Hardware & Software,25 office locations,5001 to 10000 Employees,1.3K,1.6K,529,229,493,https://www.wwt.com/,Company - Private,$10+ billion (USD),"Maryland Heights, MO",1990,61%,25%,14%,2.8,4.8,4.3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
MathWorks,Computer Hardware & Software,18 office locations,5001 to 10000 Employees,1.5K,3.4K,304,2.5k,339,https://www.mathworks.com/,Company - Private,$1 to $2 billion (USD),"Natick, MA",1984,58%,14%,29%,2.8,4.2,4.4,7,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,4,1,1,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
University of Iowa,Colleges & Universities,,10000+ Employees,1.2K,2.8K,13,111,258,https://jobs.uiowa.edu/,College / University,$1 to $2 billion (USD),"Iowa City, IA",1847,84%,5%,11%,2.4,4.2,4.4,9,1,1,1,0,0,1,1,1,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,4,1,0,1,1,0,0,0,0,1,0,0,4,1,1,1,0,1
Paylocity,Enterprise Software & Network Solutions,7 office locations,1001 to 5000 Employees,1.5K,1.5K,--,316,343,https://www.paylocity.com/,Company - Public (PCTY),$100 to $500 million (USD),"Schaumburg, IL",1997,68%,21%,11%,2.8,4.1,4.4,6,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
US Coast Guard,Federal Agencies,34 office locations,10000+ Employees,1.7K,1.7K,45,115,615,https://www.uscg.mil/,Government,Less than $1 million (USD),"Washington, DC",1790,64%,12%,24%,2.4,4.6,4.4,7,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,3,1,1,1,0,0,0,4,1,0,1,1,0,0,0,0,0,0,1,4,1,1,1,0,1
Morrison Healthcare,Catering & Food Service Contractors,,10000+ Employees,2.4K,2.2K,1.6K,206,596,https://www.morrisonhealthcare.com/,Subsidiary or Business Segment,$2 to $5 billion (USD),"Sandy Springs, GA",1920,86%,6%,7%,2.5,4.1,4.4,10,1,1,1,1,1,1,1,1,0,0,1,0,1,4,0,1,1,0,1,0,0,0,1,6,1,1,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,7,1,1,1,0,0,0,1,0,1,1,1,5,1,1,1,1,1
University of Connecticut,Colleges & Universities,13 office locations,1001 to 5000 Employees,1.1K,2.3K,230,128,245,https://www.uconn.edu/,College / University,$500 million to $1 billion (USD),"Storrs Mansfield, CT",1881,82%,3%,14%,2.3,4,4.4,5,1,1,1,0,0,0,0,0,0,1,0,1,0,3,1,1,1,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,1,0,4,1,1,1,0,0,1,4,0,0,1,1,0,0,1,0,1,0,0,5,1,1,1,1,1
Morrison Healthcare,Catering & Food Service Contractors,,10000+ Employees,2.4K,2.2K,1.6K,206,596,https://www.morrisonhealthcare.com/,Subsidiary or Business Segment,$2 to $5 billion (USD),"Sandy Springs, GA",1920,86%,6%,7%,2.5,4.1,4.4,10,1,1,1,1,1,1,1,1,0,0,1,0,1,4,0,1,1,0,1,0,0,0,1,6,1,1,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,7,1,1,1,0,0,0,1,0,1,1,1,5,1,1,1,1,1
Texas Tech University,Colleges & Universities,3 office locations,Unknown,1.3K,2.7K,135,159,199,https://www.workattexastech.com/,College / University,$500 million to $1 billion (USD),"Lubbock, TX",1923,81%,4%,15%,2.4,3.8,4.4,4,1,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,4,1,0,0,1,0,0,1,0,1,0,2,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,1
Boston Consulting Group,Consulting,86 office locations,10000+ Employees,4K,4.2K,1.1K,2.2k,803,https://www.bcg.com/,Company - Private,$5 to $10 million (USD),"Boston, MA",1963,70%,12%,18%,3.6,4.7,4.4,7,1,1,0,1,0,1,0,1,0,0,1,0,1,3,0,1,1,0,1,0,0,0,0,6,1,1,1,0,1,0,0,0,1,1,3,1,1,1,0,0,0,4,1,1,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1
McKinsey & Company,Consulting,25 office locations,10000+ Employees,5.4K,10.4K,931,3.0k,1.2k,https://www.mckinsey.com/,Company - Private,Unknown / Non-Applicable,"New York, NY",1926,66%,13%,20%,3.7,4.8,4.4,12,1,1,1,1,1,1,1,1,1,0,1,1,1,5,0,1,1,0,1,0,0,1,1,9,1,1,1,0,1,1,1,1,1,1,6,1,1,1,1,1,1,8,1,1,1,0,0,0,1,1,1,1,1,5,1,1,1,1,1
Royal Caribbean Group,Cruise Ships,12 office locations,10000+ Employees,1.7K,1.6K,50,224,450,https://www.rcgcareers.com/,Company - Public (RCL),$5 to $10 billion (USD),"Miami, FL",1968,67%,14%,19%,2.5,3.5,4.4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,0,0,0,7,1,0,0,1,1,1,1,0,1,1,4,1,1,1,0,0,1,6,1,1,1,1,0,0,0,0,1,0,1,5,1,1,1,1,1
Paycom,Enterprise Software & Network Solutions,26 office locations,1001 to 5000 Employees,1.8K,2.1K,149,855,436,https://www.paycom.com/,Company - Public (PAYC),$500 million to $1 billion (USD),"Oklahoma City, OK",1998,49%,34%,17%,3,4.4,4.4,11,1,1,1,1,1,1,1,1,1,0,0,1,1,5,1,1,1,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,1,5,1,1,1,1,0,1,5,1,1,1,1,0,0,0,0,1,0,0,2,0,1,1,0,0
Arizona State University,Colleges & Universities,9 office locations,5001 to 10000 Employees,2.9K,4.6K,154,385,746,https://www.asu.edu/,College / University,$1 to $2 billion (USD),"Tempe, AZ",1885,80%,8%,13%,2.4,3.9,4.4,11,1,1,1,1,1,1,1,1,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,1,5,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,4,1,1,1,0,1
Akamai,IT Services,19 office locations,5001 to 10000 Employees,1.8K,2.5K,195,663,715,https://www.akamai.com/,Company - Public (AKAM),$2 to $5 billion (USD),"Cambridge, MA",1998,61%,23%,15%,3.1,4.4,4.4,6,1,1,1,1,1,1,0,0,0,0,0,0,0,6,0,1,1,1,1,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Yale University,Colleges & Universities,2 office locations,10000+ Employees,1.6K,4.9K,307,159,518,https://www.yale.edu/,College / University,$2 to $5 billion (USD),"New Haven, CT",1701,76%,8%,16%,2.5,4.2,4.4,11,1,1,1,1,1,1,1,1,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,6,1,1,1,0,0,0,1,0,1,1,5,1,1,1,0,1,1,4,1,0,1,0,0,0,1,0,1,0,0,4,1,1,1,0,1
Intuit,Computer Hardware & Software,18 office locations,5001 to 10000 Employees,6.1K,8.2K,11.5K,1.5k,2.2k,https://www.intuit.com/careers/glassdoor,Company - Public (INTU),$5 to $10 billion (USD),"Mountain View, CA",1983,61%,23%,15%,3,4.5,4.4,12,1,1,1,1,1,1,1,1,1,0,1,1,1,8,0,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,0,1,10,1,1,1,1,1,1,1,0,1,1,1,4,1,1,1,0,1
Washington University in St. Louis,Colleges & Universities,2 office locations,10000+ Employees,1.7K,4.1K,803,201,460,https://www.wustl.edu/,College / University,$1 to $2 billion (USD),"Saint Louis, MO",1853,69%,9%,22%,2.6,4.3,4.4,8,1,1,1,1,1,1,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,1,5,1,0,1,0,0,0,1,0,1,0,1,3,1,1,0,0,1
H E B,Grocery Stores & Supermarkets,,10000+ Employees,5.2K,6.7K,256,970,1.0k,https://www.heb.com/,Company - Private,$10+ billion (USD),"San Antonio, TX",1905,77%,10%,13%,2.5,4.2,4.4,12,1,1,1,1,1,1,1,1,1,0,1,1,1,5,0,1,1,0,1,1,0,1,0,9,1,0,1,1,1,1,1,1,1,1,5,1,1,1,0,1,1,5,1,1,1,0,0,0,1,0,1,0,0,5,1,1,1,1,1
University of Pennsylvania,Colleges & Universities,4 office locations,10000+ Employees,2.6K,6K,1.3K,334,655,https://www.upenn.edu/,College / University,Unknown / Non-Applicable,"Philadelphia, PA",1740,71%,12%,18%,2.6,4.2,4.4,9,1,1,1,1,1,1,0,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,1,0,4,1,1,1,0,0,1,4,1,0,1,0,0,0,1,0,1,0,0,4,1,1,1,0,1
NIH,Biotech & Pharmaceuticals,12 office locations,10000+ Employees,1.5K,4.8K,20,195,380,https://www.nih.gov/,Government,Unknown / Non-Applicable,"Bethesda, MD",1887,79%,3%,17%,2.6,4,4.4,6,1,1,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,1,0,0,5,1,0,1,0,0,0,1,1,1,0,6,1,1,1,1,1,1,4,0,0,1,0,1,0,1,0,1,0,0,3,1,1,1,0,0
University of Minnesota,Colleges & Universities,5 office locations,10000+ Employees,2.5K,5.5K,825,245,677,https://www.umn.edu/,College / University,$2 to $5 billion (USD),"Minneapolis, MN",1851,71%,10%,19%,2.4,4.3,4.4,6,1,1,1,0,0,1,1,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,1,1,3,1,1,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,4,1,1,1,0,1
Georgia Tech,Colleges & Universities,6 office locations,5001 to 10000 Employees,2.2K,4.3K,1,219,474,https://www.gatech.edu/,College / University,$1 to $2 billion (USD),"Atlanta, GA",1885,77%,7%,16%,2.3,3.9,4.4,9,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,1,3,1,1,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,4,1,1,1,0,1
lululemon,"Department, Clothing, & Shoe Stores",,10000+ Employees,3.2K,2.3K,844,1.5k,760,https://www.lululemon.com/,Company - Public (LULU),$2 to $5 billion (USD),"Vancouver, Canada",1998,66%,16%,19%,2.5,4.1,4.4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,1,0,0,0,3,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,4,1,0,0,1,0,1,0,0,1,0,0,2,0,1,1,0,0
Red Hat,Computer Hardware & Software,35 office locations,10000+ Employees,2.1K,2.3K,872,583,823,https://www.redhat.com/,Company - Public (RHT),$2 to $5 billion (USD),"Raleigh, NC",1993,63%,23%,14%,3,4.3,4.4,10,1,1,1,1,1,1,1,1,0,0,1,0,1,5,0,1,1,1,1,0,0,0,1,6,1,1,0,0,1,0,1,1,1,0,3,1,0,1,0,0,1,5,1,1,0,0,0,0,1,0,1,0,1,4,1,1,1,0,1
NYU (New York University),Colleges & Universities,9 office locations,10000+ Employees,3.1K,5.3K,556,445,780,https://www.nyu.edu/about/working-at-nyu.html,College / University,$5 to $10 billion (USD),"New York, NY",1831,71%,11%,17%,2.6,4.1,4.4,12,1,1,1,1,1,1,1,1,0,1,1,1,1,4,1,1,1,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,4,1,1,1,0,0,1,7,1,0,1,1,1,0,1,0,1,0,1,4,1,1,1,0,1
NYU (New York University),Colleges & Universities,9 office locations,10000+ Employees,3.1K,5.3K,556,445,780,https://www.nyu.edu/about/working-at-nyu.html,College / University,$5 to $10 billion (USD),"New York, NY",1831,71%,11%,17%,2.6,4.1,4.4,12,1,1,1,1,1,1,1,1,0,1,1,1,1,4,1,1,1,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,4,1,1,1,0,0,1,7,1,0,1,1,1,0,1,0,1,0,1,4,1,1,1,0,1
Texas A&M University,Colleges & Universities,16 office locations,10000+ Employees,3.2K,5K,275,347,573,https://www.tamu.edu/,College / University,Unknown / Non-Applicable,"College Station, TX",1871,82%,6%,13%,2.2,3.9,4.4,12,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,0,1,0,0,0,1,0,0,7,1,1,0,1,0,0,1,1,1,1,6,1,1,1,1,1,1,9,1,1,1,1,1,0,1,0,1,1,1,3,1,1,1,0,0
Patni Computer Systems,IT Services,6 office locations,5001 to 10000 Employees,408,10.1K,--,64,44,https://www.patni.com/,Company - Public,$500 million to $1 billion (USD),"Mumbai, India",null,60%,3%,37%,3.1,3,4.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In-N-Out Burger,Fast-Food & Quick-Service Restaurants,,10000+ Employees,2.1K,2.1K,37,484,359,https://www.in-n-out.com/,Company - Private,$100 to $500 million (USD),"Irvine, CA",1948,79%,6%,14%,2.3,4.3,4.4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1
Stanford University,Colleges & Universities,11 office locations,10000+ Employees,3.3K,7.5K,198,389,911,https://www.stanford.edu/,College / University,$10+ billion (USD),"Stanford, CA",1891,69%,12%,19%,2.8,4.2,4.4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,1,4,1,1,1,0,0,1,6,1,0,1,1,1,0,1,0,1,0,0,4,1,1,1,0,1
Duke University,Colleges & Universities,4 office locations,10000+ Employees,2K,3.3K,1.2K,245,502,https://www.hr.duke.edu/,College / University,$2 to $5 billion (USD),"Durham, NC",1838,80%,5%,16%,2.6,4.2,4.4,11,1,1,1,1,1,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,1,0,4,1,1,1,0,0,1,4,1,1,0,1,0,0,0,0,1,0,0,4,1,1,1,0,1
University of Wisconsin-Madison,Colleges & Universities,2 office locations,10000+ Employees,2K,3.2K,5,218,555,https://www.jobs.wisc.edu/,College / University,Unknown / Non-Applicable,"Madison, WI",1848,77%,8%,14%,2.5,4,4.4,11,1,1,1,1,1,1,1,1,1,0,1,0,1,4,1,0,1,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,1,1,3,1,1,1,0,0,0,5,1,1,1,0,0,0,0,0,1,0,1,4,1,1,1,0,1
Iowa State University,Colleges & Universities,,5001 to 10000 Employees,1.3K,2.6K,103,109,293,https://www.iastate.edu/,College / University,$500 million to $1 billion (USD),"Ames, IA",1858,85%,1%,14%,2.3,4.1,4.4,12,1,1,1,1,1,1,1,1,0,1,1,1,1,3,0,1,1,0,0,0,0,1,0,7,1,1,1,1,0,0,1,0,1,1,4,1,1,1,0,0,1,5,1,0,1,0,0,0,1,0,1,0,1,4,1,1,1,0,1
Indeed,Internet,19 office locations,10000+ Employees,1.7K,2.2K,--,1.2k,576,https://www.indeed.com/,Company - Private,$2 to $5 billion (USD),"Austin, TX",2004,49%,32%,19%,2.9,4.5,4.3,10,1,1,1,1,1,1,1,1,0,0,1,0,1,5,0,1,1,0,1,0,1,0,1,7,1,1,0,1,0,0,1,1,1,1,3,1,0,1,0,0,1,5,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
Michigan State University,Colleges & Universities,4 office locations,10000+ Employees,1.9K,3.5K,550,207,318,https://www.msu.edu/,College / University,$1 to $2 billion (USD),"East Lansing, MI",1855,79%,5%,16%,2.3,4,4.4,7,1,1,1,0,0,0,0,0,1,1,1,0,1,3,1,1,1,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,1,4,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,1
Iowa State University,Colleges & Universities,,5001 to 10000 Employees,1.3K,2.6K,103,109,293,https://www.iastate.edu/,College / University,$500 million to $1 billion (USD),"Ames, IA",1858,85%,1%,14%,2.3,4.1,4.4,12,1,1,1,1,1,1,1,1,0,1,1,1,1,3,0,1,1,0,0,0,0,1,0,7,1,1,1,1,0,0,1,0,1,1,4,1,1,1,0,0,1,5,1,0,1,0,0,0,1,0,1,0,1,4,1,1,1,0,1
Michigan State University,Colleges & Universities,4 office locations,10000+ Employees,1.9K,3.5K,550,207,318,https://www.msu.edu/,College / University,$1 to $2 billion (USD),"East Lansing, MI",1855,79%,5%,16%,2.3,4,4.4,7,1,1,1,0,0,0,0,0,1,1,1,0,1,3,1,1,1,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,1,4,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,1
Genentech,Biotech & Pharmaceuticals,6 office locations,10000+ Employees,3K,5.6K,453,861,923,https://www.gene.com/,Subsidiary or Business Segment,$10+ billion (USD),"South San Francisco, CA",1976,68%,11%,22%,3.1,4.3,4.3,11,1,1,1,1,1,1,1,1,1,0,1,0,1,5,0,1,1,0,1,1,0,0,1,7,1,1,1,1,0,1,1,0,0,1,5,1,1,1,0,1,1,9,1,1,1,1,1,0,0,1,1,1,1,4,1,1,1,0,1
Florida State University,Colleges & Universities,3 office locations,10000+ Employees,1.2K,2.2K,121,123,211,https://www.fsu.edu/,College / University,$500 million to $1 billion (USD),"Tallahassee, FL",1851,81%,3%,16%,2.3,3.6,4.4,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,4,1,1,1,0,1
Trader Joe's,Grocery Stores & Supermarkets,4 office locations,10000+ Employees,4K,4.4K,122,989,1.0k,https://www.traderjoes.com/,Company - Private,$10+ billion (USD),"Monrovia, CA",1967,73%,11%,16%,2.3,4.2,4.3,9,1,1,0,1,0,1,1,1,1,0,1,0,1,4,0,1,1,0,1,0,0,1,0,4,1,0,0,0,0,0,1,0,1,1,3,1,1,0,0,1,0,6,1,1,1,1,0,0,1,0,1,0,0,3,0,1,1,1,0
University of Virginia,Colleges & Universities,4 office locations,10000+ Employees,1.2K,2.7K,456,115,232,https://www.virginia.edu/,College / University,$1 to $2 billion (USD),"Charlottesville, VA",1819,70%,9%,21%,2.5,3.9,4.3,12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,3,1,1,1,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1
